p,e,method,target_setting,setting_id,tuning_parameter,tuning_value,graph_penalty,target_penalty,replicates,fdp_mean,fdp_std,tdp_mean,tdp_std,d_cpdag_mean,d_cpdag_std,fit_seconds_mean,screen_edges_mean,screen_parent_sets_mean,mip_gap_mean,optimal_rate,replicates_planned,complete_replicates,contains_nonoptimal_incumbents
30,1,utigsp_unknown,unknown,alpha_0p0001,alpha=alpha_inv,0.0001,,,10,0.11331329803459782,0.06793937697306178,0.9055672157965556,0.055378425540278026,6.6,3.238655413730965,0.7011739728040993,,,,,10,True,False
30,1,utigsp_unknown,unknown,alpha_0p001,alpha=alpha_inv,0.001,,,10,0.10751493556771478,0.061041046835766444,0.9153986967760442,0.038063770207510304,6.4,2.913569784454954,0.5946814028546215,,,,,10,True,False
30,1,utigsp_unknown,unknown,alpha_0p01,alpha=alpha_inv,0.01,,,10,0.29234245364006767,0.17091426967726506,0.8667472827941977,0.0985091362480417,16.6,10.627009613872255,0.513272394053638,,,,,10,True,False
30,1,utigsp_unknown,unknown,alpha_0p05,alpha=alpha_inv,0.05,,,10,0.6976795841775468,0.03949831878509585,0.721339747008791,0.05877414407084301,64.2,4.3153472887152695,0.5442163549363613,,,,,10,True,False
10,2,gies_oracle,known_oracle,bic_x0p25,bic_multiplier,0.25,0.9501128074427604,,10,0.2752668165168165,0.13403038043637647,0.9379075224292615,0.092122987181635,8.7,6.03784361801095,0.5770550113171339,,,,,10,True,False
10,2,gies_oracle,known_oracle,bic_x0p5,bic_multiplier,0.5,1.9002256148855208,,10,0.20117115498603702,0.15324423866090212,0.9187259367515122,0.10664207512151719,6.4,6.168017869984202,0.538620518706739,,,,,10,True,False
10,2,gies_oracle,known_oracle,bic_x1,bic_multiplier,1.0,3.800451229771041,,10,0.11554441659704814,0.1340725506891828,0.9270737628384687,0.10139844586336984,3.9,5.130518708885313,0.5088712864555418,,,,,10,True,False
10,2,gies_oracle,known_oracle,bic_x2,bic_multiplier,2.0,7.600902459542082,,10,0.09850202429149797,0.131310366390774,0.9270737628384687,0.10139844586336984,3.5,4.949747468305833,0.4949474146589637,,,,,10,True,False
10,2,gies_oracle,known_oracle,bic_x4,bic_multiplier,4.0,15.201804919084164,,10,0.14828277494181383,0.18184042475489828,0.8834574757439209,0.142148628836417,5.6,7.026932316294057,0.4617464952170849,,,,,10,True,False
10,2,gnies_unknown,unknown,bic_x0p25,bic_multiplier,0.25,0.9501128074427604,,10,0.7854445143381532,0.13018071030942044,0.39016749888361135,0.21945970871793466,41.4,14.143706884846152,82.50105999838561,,,,,10,True,False
10,2,gnies_unknown,unknown,bic_x0p5,bic_multiplier,0.5,1.9002256148855208,,10,0.7675366239215073,0.15949971229884802,0.3744690455892502,0.22495231014037229,39.2,15.838069467092396,75.23519790796563,,,,,10,True,False
10,2,gnies_unknown,unknown,bic_x1,bic_multiplier,1.0,3.800451229771041,,10,0.7238846188497892,0.16763586828195184,0.3949476718223521,0.1994301562249287,33.9,13.690629398728655,60.432631126325575,,,,,10,True,False
10,2,gnies_unknown,unknown,bic_x2,bic_multiplier,2.0,7.600902459542082,,10,0.6738908929873249,0.17049976795567215,0.43682312345227947,0.22603720202237615,30.0,13.374935098492585,48.185329215042294,,,,,10,True,False
10,2,gnies_unknown,unknown,bic_x4,bic_multiplier,4.0,15.201804919084164,,10,0.6953214886964887,0.12285374403422095,0.39034409125969227,0.1552152201184437,30.4,11.442610424782158,32.55296418145299,,,,,10,True,False
10,2,igsp_oracle,known_oracle,alpha_1em05,alpha=alpha_inv,1e-05,,,10,0.42449564470617107,0.1150129403130378,0.6296787236633784,0.1331298155562701,16.3,5.478239782184704,0.2635961656458675,,,,,10,True,False
10,2,igsp_oracle,known_oracle,alpha_0p0001,alpha=alpha_inv,0.0001,,,10,0.34754578360124194,0.14514251357381516,0.7123903706410101,0.16684262517641538,13.0,6.749485577105529,0.24313863981515166,,,,,10,True,False
10,2,igsp_oracle,known_oracle,alpha_0p001,alpha=alpha_inv,0.001,,,10,0.3471045087635477,0.1996897494211125,0.7169099987821215,0.18815559258106213,12.9,8.047774019358812,0.2558040796779096,,,,,10,True,False
10,2,igsp_oracle,known_oracle,alpha_0p01,alpha=alpha_inv,0.01,,,10,0.29069703243616285,0.19005619098699808,0.7900015426460439,0.1663449089471825,11.0,8.589399151150085,0.19743114179000257,,,,,10,True,False
10,2,igsp_oracle,known_oracle,alpha_0p05,alpha=alpha_inv,0.05,,,10,0.3320085890069319,0.16352756811075242,0.8039942353753096,0.1490474153442358,11.7,6.32543366980566,0.18102376097813244,,,,,10,True,False
10,2,ps_mip_oracle,known_oracle,g0p5,graph_bic_multiplier,0.5,0.0019002256148855,0.003800451229771,10,0.18702126528442314,0.1130124294071634,0.8985983030893516,0.08956758402708183,6.8,4.984420171338332,3.2494610738009215,31.9,1141.6,0.0,1.0,10,True,False
10,2,ps_mip_oracle,known_oracle,g1,graph_bic_multiplier,1.0,0.003800451229771,0.003800451229771,10,0.13834421134421132,0.10759280203741241,0.9085016847318638,0.08249685735471089,5.3,4.522781838156198,2.7094284632243215,31.9,1141.6,0.0,1.0,10,True,False
10,2,ps_mip_oracle,known_oracle,g2,graph_bic_multiplier,2.0,0.007600902459542,0.003800451229771,10,0.10783113944878649,0.10269522026879907,0.9045016847318637,0.0870323809721804,4.6,4.247875285886398,2.161982419434935,31.9,1141.6,0.0,1.0,10,True,False
10,2,ps_mip_unknown,unknown,bic_x0p5,tied_bic_multiplier,0.5,0.0019002256148855,0.0019002256148855,10,0.19265734265734263,0.12907316950851758,0.8800202979742622,0.10638670848529094,7.3,5.774464862170731,11.645431147702038,31.9,1141.6,0.0,1.0,10,True,False
10,2,ps_mip_unknown,unknown,bic_x1,tied_bic_multiplier,1.0,0.003800451229771,0.003800451229771,10,0.1790209365797601,0.11860538928669741,0.8741379450330857,0.10785944759536471,7.0,5.436502143433364,11.397001027595252,31.9,1141.6,4.875319736831702e-11,1.0,10,True,False
10,2,ps_mip_unknown,unknown,bic_x2,tied_bic_multiplier,2.0,0.007600902459542,0.007600902459542,10,0.15891402714932126,0.11878273112876193,0.8741379450330857,0.10785944759536471,6.5,5.441609239104836,10.251990076899528,31.9,1141.6,0.0,1.0,10,True,False
10,2,utigsp_unknown,unknown,alpha_1em05,alpha=alpha_inv,1e-05,,,10,0.3505315211104685,0.18228422849227605,0.6937284131043722,0.17069360235715197,13.3,7.572611467944494,0.2861976071260869,,,,,10,True,False
10,2,utigsp_unknown,unknown,alpha_0p0001,alpha=alpha_inv,0.0001,,,10,0.35667307041731594,0.18970040239964175,0.688232046441765,0.20256809074517115,14.3,10.18768319535354,0.2811733691953122,,,,,10,True,False
10,2,utigsp_unknown,unknown,alpha_0p001,alpha=alpha_inv,0.001,,,10,0.3121043798486253,0.16498254362349887,0.7354697357203751,0.15599250102107096,11.9,7.44535649471087,0.3088968614116311,,,,,10,True,False
10,2,utigsp_unknown,unknown,alpha_0p01,alpha=alpha_inv,0.01,,,10,0.23211875843454788,0.18712450014790338,0.8357112816140949,0.1422238415280265,8.5,7.011894655987543,0.3263079350814223,,,,,10,True,False
10,2,utigsp_unknown,unknown,alpha_0p05,alpha=alpha_inv,0.05,,,10,0.23690539716586287,0.19994174796882794,0.868310396622417,0.1453084265830163,7.9,7.156193898373011,0.38207556428387757,,,,,10,True,False
20,2,gies_oracle,known_oracle,bic_x0p25,bic_multiplier,0.25,0.9501128074427604,,10,0.46995126593091496,0.06496788976853794,0.9581422099898861,0.044113567711937904,36.0,9.843215373488933,12.388543764688075,,,,,10,True,False
