method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error,target_penalty,dcdi_hidden_dim,dcdi_mu_init,dcdi_max_iterations
gnies,3,3,120.0,0.4210526315789473,0.5142857142857142,24,40,110.25783787993714,0.0168224023655056,,ok,,,,,
gnies,3,3,160.0,0.6923076923076923,0.3428571428571428,32,40,81.90483922604471,0.0203725146129727,,ok,,,,,
gnies,3,3,240.0,0.75,0.1999999999999999,36,40,54.07591095985845,0.0047074807807803,,ok,,,,,
gnies,3,3,320.0,1.0,0.0285714285714285,36,40,21.39874209696427,0.0034110099077224,,ok,,,,,
mip_profiled,1,4,0.001,0.5,0.4285714285714286,8,1,0.257972642313689,0.0008676261641085,0.0,ok,,,,,
mip_profiled,1,4,0.0025,0.5,0.4285714285714286,8,1,0.1793444319628179,0.0007755160331726,0.0,ok,,,,,
mip_profiled,1,4,0.005,0.5,0.4285714285714286,8,1,0.1748388139531016,0.0007871771231293,0.0,ok,,,,,
mip_profiled,1,4,0.01,0.0,0.8571428571428572,1,1,0.1748126046732068,0.0007676840759813,0.0,ok,,,,,
mip_profiled,1,4,0.02,0.0,1.0,0,0,0.175757008139044,0.0007978938519954,0.0,ok,,,,,
mip_profiled,1,4,0.04,0.0,1.0,0,0,0.1750904521904885,0.0008279220201075,0.0,ok,,,,,
mip_profiled,1,4,0.08,0.2,0.5714285714285714,4,2,0.166582350153476,0.000759697984904,0.0,ok,,,,,
mip_profiled,1,4,0.1,0.2,0.5714285714285714,4,2,0.1712483689188957,0.0007838471792638,0.0,ok,,,,,
mip_profiled,1,4,0.16,0.2,0.5714285714285714,4,2,0.1677544177509844,0.000769147183746,0.0,ok,,,,,
mip_profiled,1,4,0.32,0.5,0.2857142857142857,7,2,0.1657827203162014,0.0007643140852451,0.0,ok,,,,,
gnies,1,4,0.005,0.8974358974358975,0.4285714285714286,39,2,21.78957002889365,0.0012340839020907,,ok,,,,,
gnies,1,4,0.01,0.8947368421052632,0.4285714285714286,38,2,21.051475265994668,0.0012255278415977,,ok,,,,,
gnies,1,4,0.03,0.8529411764705882,0.5714285714285714,32,2,18.359859668184072,0.0012108827941119,,ok,,,,,
gnies,1,4,0.1,0.8275862068965517,0.5714285714285714,27,2,14.655290492810307,0.0009602271020412,,ok,,,,,
gnies,1,4,0.3,0.7368421052631579,0.5714285714285714,17,4,4.500309012364596,0.0008635139092803,,ok,,,,,
gnies,1,4,1.0,0.6923076923076923,0.4285714285714286,14,6,2.462178925983608,0.0008524511940777,,ok,,,,,
gnies,1,4,3.0,0.5,0.5714285714285714,8,7,1.3108260589651763,0.0008425097912549,,ok,,,,,
gnies,1,4,6.0,0.2857142857142857,0.7142857142857143,4,8,0.8519309852272272,0.0007800688035786,,ok,,,,,
gnies,1,4,10.0,0.1666666666666666,0.7142857142857143,3,8,0.8264333750121295,0.0007775737904012,,ok,,,,,
gnies,1,4,30.0,0.4,0.5714285714285714,4,8,0.6332884817384183,0.0008155470713973,,ok,,,,,
mip_profiled,2,4,0.001,0.4827586206896552,0.8823529411764706,16,1,3.767354995943606,0.0017102737911045,0.0,ok,,,,,
mip_profiled,2,4,0.0025,0.4,0.8823529411764706,12,1,3.122780216857791,0.0014216885901987,0.0,ok,,,,,
mip_profiled,2,4,0.005,0.3333333333333333,0.8235294117647058,10,2,2.615957676898688,0.0013875882141292,0.0,ok,,,,,
mip_profiled,2,4,0.01,0.1666666666666666,0.8823529411764706,5,2,2.4717029011808336,0.0013635139912366,0.0,ok,,,,,
mip_profiled,2,4,0.02,0.1176470588235294,0.8823529411764706,4,2,2.349145798943937,0.0013583386316895,0.0,ok,,,,,
mip_profiled,2,4,0.04,0.1176470588235294,0.8823529411764706,4,2,2.2466186843812466,0.0013464852236211,0.0,ok,,,,,
mip_profiled,2,4,0.08,0.0588235294117647,1.0,1,1,2.196728223003447,0.0013813087716698,0.0,ok,,,,,
mip_profiled,2,4,0.1,0.0588235294117647,1.0,1,3,2.1474379203282297,0.0013800607994198,0.0,ok,,,,,
mip_profiled,2,4,0.16,0.1428571428571428,0.7058823529411764,7,5,2.149793699849397,0.0014635571278631,0.0,ok,,,,,
